Cr-Mn-W-Ir-Pt,7-7-7-7-4,4.51604777432657370600,2243
Cr-Fe-Co-Zn-Pt,7-7-7-7-4,4.54013353327850919900,2258
Cr-Fe-Co-Mo-Pt,7-7-7-7-4,4.76500918152315840800,2261
Cr-Fe-Co-Pd-Pt,7-7-7-7-4,4.32532513228774514000,2265
Cr-Fe-Co-W-Pt,7-7-7-7-4,4.99771822935227111600,2270
Cr-Fe-Co-Re-Pt,7-7-7-7-4,4.32532513228774514000,2271
Cr-Fe-Ni-Zn-Pt,7-7-7-7-4,4.54013353327850919900,2277
Cr-Fe-Ni-Mo-Pt,7-7-7-7-4,4.76500918152315840800,2280
Cr-Fe-Ni-Pd-Pt,7-7-7-7-4,4.32532513228774514000,2284
Cr-Fe-Ni-W-Pt,7-7-7-7-4,4.99771822935227111600,2289
Cr-Fe-Ni-Re-Pt,7-7-7-7-4,4.32532513228774514000,2290
Cr-Fe-Cu-Zn-Pt,7-7-7-7-4,4.10110503401217462600,2295
Cr-Fe-Cu-Mo-Pt,7-7-7-7-4,4.32857511197391606400,2298
Cr-Fe-Cu-W-Pt,7-7-7-7-4,4.56460567847870074900,2307
Cr-Fe-Zn-Mo-Pt,7-7-7-7-4,4.41032170028445884100,2315
Cr-Fe-Zn-Pd-Pt,7-7-7-7-4,4.13702791868752077400,2319
Cr-Fe-Zn-W-Pt,7-7-7-7-4,4.57025026667030566000,2324
Cr-Fe-Zn-Re-Pt,7-7-7-7-4,4.13702791868752077400,2325
Cr-Fe-Mo-Tc-Pt,7-7-7-7-4,4.11802440497867860800,2361
Cr-Fe-Mo-Ru-Pt,7-7-7-7-4,4.02965569248788301400,2362
Cr-Fe-Mo-Rh-Pt,7-7-7-7-4,4.06286536818536481500,2363
Cr-Fe-Mo-Pd-Pt,7-7-7-7-4,4.29341792747922456400,2364
Cr-Fe-Mo-W-Pt,7-7-7-7-4,4.69281365494092467000,2369
Cr-Fe-Mo-Re-Pt,7-7-7-7-4,4.29341792747922456400,2370
